"SECONDS";"PID";"VALUE";"UNITS";
"58133.4209008";"MAF air flow rate";"6.1000000000000005";"g/sec";
"58133.4209008";"Power from MAF";"7.32";"hp";
"58133.4734276";"Average speed";"0";"km/h";
"58133.4734276";"Distance travelled";"0";"km";
"58133.4734276";"Distance travelled (Today)";"1.236815";"km";
"58133.4734276";"Distance travelled (total)";"42.66713500000001";"km";
"58133.4734276";"Distance travelled (Week)";"33.601524";"km";
"58133.4734276";"Vehicle acceleration";"0";"g";
"58133.4734276";"Vehicle speed";"0";"km/h";
"58133.5208942";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58133.6042376";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58133.6042376";"Throttle position";"23.92156862745098";"%";
"58133.6426573";"Average fuel consumption (Today)";"11.702477735150367";"L/100km";
"58133.6426573";"Average fuel consumption (total)";"6.5311790913545025";"L/100km";
"58133.6426573";"Average fuel consumption (Week)";"6.652469096342177";"L/100km";
"58133.6426573";"Calculated instant fuel rate";"2.2568975578538315";"L/h";
"58133.6426573";"Fuel used";"0.0093526749792576";"L";
"58133.6426573";"Fuel used (Today)";"0.144738";"L";
"58133.6426573";"Fuel used (total)";"2.7866669999999996";"L";
"58133.6426573";"Fuel used (Week)";"2.2353309999999995";"L";
"58133.6426573";"Fuel used price";"0.01543191371577504";"€";
"58133.6426573";"Fuel used price (Today)";"0.23881769999999997";"€";
"58133.6426573";"Fuel used price (total)";"4.59800055";"€";
"58133.6426573";"Fuel used price (Week)";"3.6882961499999993";"€";
"58133.6426573";"Instant engine power (based on fuel consumption)";"8.829429890843338";"hp";
"58133.6426573";"MAF air flow rate";"6.7";"g/sec";
"58133.6426573";"Power from MAF";"8.04";"hp";
"58133.6806337";"Average speed";"0.018479888430476574";"km/h";
"58133.6806337";"Calculated instant fuel consumption";"75.22991859512773";"L/100km";
"58133.6806337";"Distance travelled";"0.00017268066666666668";"km";
"58133.6806337";"Distance travelled (Today)";"1.236988";"km";
"58133.6806337";"Distance travelled (total)";"42.667308000000006";"km";
"58133.6806337";"Distance travelled (Week)";"33.601696999999994";"km";
"58133.6806337";"Vehicle acceleration";"0.10907659588042189";"g";
"58133.6806337";"Vehicle speed";"3";"km/h";
"58133.7305518";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58133.8091094";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58133.8091094";"Throttle position";"23.92156862745098";"%";
"58133.8452967";"Average fuel consumption";"5489.523458398147";"L/100km";
"58133.8452967";"Average fuel consumption (Today)";"11.711107949309127";"L/100km";
"58133.8452967";"Average fuel consumption (total)";"6.531450261638252";"L/100km";
"58133.8452967";"Average fuel consumption (Week)";"6.652812802877188";"L/100km";
"58133.8452967";"Calculated instant fuel rate";"2.2501605502184465";"L/h";
"58133.8452967";"Fuel used";"0.009479345704784977";"L";
"58133.8452967";"Fuel used (Today)";"0.144865";"L";
"58133.8452967";"Fuel used (total)";"2.7867939999999995";"L";
"58133.8452967";"Fuel used (Week)";"2.2354579999999995";"L";
"58133.8452967";"Fuel used price";"0.01564092041289521";"€";
"58133.8452967";"Fuel used price (Today)";"0.23902724999999997";"€";
"58133.8452967";"Fuel used price (total)";"4.5982101";"€";
"58133.8452967";"Fuel used price (Week)";"3.6885056999999994";"€";
"58133.8452967";"Instant engine power (based on fuel consumption)";"8.803073383706492";"hp";
"58133.8452967";"MAF air flow rate";"6.68";"g/sec";
"58133.8452967";"Power from MAF";"8.016";"hp";
"58133.8853844";"Average speed";"0.0365179532744442";"km/h";
"58133.8853844";"Calculated instant fuel consumption";"75.00535167394823";"L/100km";
"58133.8853844";"Distance travelled";"0.0003433098333333333";"km";
"58133.8853844";"Distance travelled (Today)";"1.237159";"km";
"58133.8853844";"Distance travelled (total)";"42.66747900000001";"km";
"58133.8853844";"Distance travelled (Week)";"33.601867999999996";"km";
"58133.8853844";"Vehicle acceleration";"0.10529794983782578";"g";
"58133.8853844";"Vehicle speed";"3";"km/h";
"58133.9294298";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58134.0085897";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58134.0085897";"Throttle position";"22.745098039215687";"%";
"58134.0334125";"Average fuel consumption";"2789.266634801909";"L/100km";
"58134.0334125";"Average fuel consumption (Today)";"11.7172489550656";"L/100km";
"58134.0334125";"Average fuel consumption (total)";"6.531649081024916";"L/100km";
"58134.0334125";"Average fuel consumption (Week)";"6.653064645096516";"L/100km";
"58134.0334125";"Calculated instant fuel rate";"1.8459400920953728";"L/h";
"58134.0334125";"Fuel used";"0.009575826635160708";"L";
"58134.0334125";"Fuel used (Today)";"0.144961";"L";
"58134.0334125";"Fuel used (total)";"2.7868899999999996";"L";
"58134.0334125";"Fuel used (Week)";"2.2355539999999996";"L";
"58134.0334125";"Fuel used price";"0.015800113948015167";"€";
"58134.0334125";"Fuel used price (Today)";"0.23918564999999997";"€";
"58134.0334125";"Fuel used price (total)";"4.5983685";"€";
"58134.0334125";"Fuel used price (Week)";"3.6886640999999996";"€";
"58134.0334125";"Instant engine power (based on fuel consumption)";"7.221682955495747";"hp";
"58134.0334125";"MAF air flow rate";"5.48";"g/sec";
"58134.0334125";"Power from MAF";"6.5760000000000005";"hp";
"58134.0817703";"Average speed";"0.06515172589916358";"km/h";
"58134.0817703";"Calculated instant fuel consumption";"36.91880184190745";"L/100km";
"58134.0817703";"Distance travelled";"0.0006160534444444444";"km";
"58134.0817703";"Distance travelled (Today)";"1.237432";"km";
"58134.0817703";"Distance travelled (total)";"42.66775200000001";"km";
"58134.0817703";"Distance travelled (Week)";"33.602140999999996";"km";
"58134.0817703";"Vehicle acceleration";"0.16924320755799174";"g";
"58134.0817703";"Vehicle speed";"5";"km/h";
"58134.1208082";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58134.2127295";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58134.2127295";"Throttle position";"22.352941176470587";"%";
"58134.2567199";"Average fuel consumption";"1570.5960444462885";"L/100km";
"58134.2567199";"Average fuel consumption (Today)";"11.722745169027469";"L/100km";
"58134.2567199";"Average fuel consumption (total)";"6.531841658777804";"L/100km";
"58134.2567199";"Average fuel consumption (Week)";"6.653308192474998";"L/100km";
"58134.2567199";"Calculated instant fuel rate";"1.6101448248569128";"L/h";
"58134.2567199";"Fuel used";"0.009675711030119558";"L";
"58134.2567199";"Fuel used (Today)";"0.145061";"L";
"58134.2567199";"Fuel used (total)";"2.78699";"L";
"58134.2567199";"Fuel used (Week)";"2.235654";"L";
"58134.2567199";"Fuel used price";"0.015964923199697268";"€";
"58134.2567199";"Fuel used price (Today)";"0.23935064999999997";"€";
"58134.2567199";"Fuel used price (total)";"4.5985335";"€";
"58134.2567199";"Fuel used price (Week)";"3.6888290999999995";"€";
"58134.2567199";"Instant engine power (based on fuel consumption)";"6.299205205706143";"hp";
"58134.2567199";"MAF air flow rate";"4.78";"g/sec";
"58134.2567199";"Power from MAF";"5.736";"hp";
"58134.3014906";"Average speed";"0.09682451943463823";"km/h";
"58134.3014906";"Calculated instant fuel consumption";"32.202896497138255";"L/100km";
"58134.3014906";"Distance travelled";"0.0009214551111111111";"km";
"58134.3014906";"Distance travelled (Today)";"1.237737";"km";
"58134.3014906";"Distance travelled (total)";"42.66805700000001";"km";
"58134.3014906";"Distance travelled (Week)";"33.602446";"km";
"58134.3014906";"Vehicle acceleration";"0.17103439207220952";"g";
"58134.3014906";"Vehicle speed";"5";"km/h";
"58134.3449952";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58134.4337119";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58134.4337119";"Throttle position";"19.607843137254903";"%";
"58134.4812753";"Average fuel consumption";"1055.8149786516726";"L/100km";
"58134.4812753";"Average fuel consumption (Today)";"11.724138488224883";"L/100km";
"58134.4812753";"Average fuel consumption (total)";"6.5319191825397604";"L/100km";
"58134.4812753";"Average fuel consumption (Week)";"6.653405528871319";"L/100km";
"58134.4812753";"Calculated instant fuel rate";"0.8522314658761483";"L/h";
"58134.4812753";"Fuel used";"0.009728861084662524";"L";
"58134.4812753";"Fuel used (Today)";"0.14511400000000002";"L";
"58134.4812753";"Fuel used (total)";"2.7870429999999997";"L";
"58134.4812753";"Fuel used (Week)";"2.2357069999999997";"L";
"58134.4812753";"Fuel used price";"0.01605262078969316";"€";
"58134.4812753";"Fuel used price (Today)";"0.2394381";"€";
"58134.4812753";"Fuel used price (total)";"4.59862095";"€";
"58134.4812753";"Fuel used price (Week)";"3.6889165499999996";"€";
"58134.4812753";"Instant engine power (based on fuel consumption)";"3.3340981528109928";"hp";
"58134.4812753";"MAF air flow rate";"2.5300000000000002";"g/sec";
"58134.4812753";"Power from MAF";"3.036";"hp";
"58134.5201506";"Average speed";"0.12789800662670003";"km/h";
"58134.5201506";"Calculated instant fuel consumption";"17.044629317522965";"L/100km";
"58134.5201506";"Distance travelled";"0.0012249367777777778";"km";
"58134.5201506";"Distance travelled (Today)";"1.23804";"km";
"58134.5201506";"Distance travelled (total)";"42.66836000000001";"km";
"58134.5201506";"Distance travelled (Week)";"33.602748999999996";"km";
"58134.5201506";"Vehicle acceleration";"0.06748036575443878";"g";
"58134.5201506";"Vehicle speed";"5";"km/h";
"58134.5714667";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58134.6852241";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58134.6852241";"Throttle position";"19.607843137254903";"%";
"58134.7257897";"Average fuel consumption";"798.8097774305949";"L/100km";
"58134.7257897";"Average fuel consumption (Today)";"11.72579238150625";"L/100km";
"58134.7257897";"Average fuel consumption (total)";"6.532004042339567";"L/100km";
"58134.7257897";"Average fuel consumption (Week)";"6.653512187351099";"L/100km";
"58134.7257897";"Calculated instant fuel rate";"0.82528343533461";"L/h";
"58134.7257897";"Fuel used";"0.009784914748232168";"L";
"58134.7257897";"Fuel used (Today)";"0.14517";"L";
"58134.7257897";"Fuel used (total)";"2.7870989999999995";"L";
"58134.7257897";"Fuel used (Week)";"2.2357629999999995";"L";
"58134.7257897";"Fuel used price";"0.016145109334583074";"€";
"58134.7257897";"Fuel used price (Today)";"0.23953049999999998";"€";
"58134.7257897";"Fuel used price (total)";"4.598713350000001";"€";
"58134.7257897";"Fuel used price (Week)";"3.6890089499999994";"€";
"58134.7257897";"Instant engine power (based on fuel consumption)";"3.2286721242636096";"hp";
"58134.7257897";"MAF air flow rate";"2.45";"g/sec";
"58134.7257897";"Power from MAF";"2.94";"hp";
"58134.7653905";"Average speed";"0.1623077888025149";"km/h";
"58134.7653905";"Calculated instant fuel consumption";"16.5056687066922";"L/100km";
"58134.7653905";"Distance travelled";"0.001565551638888889";"km";
"58134.7653905";"Distance travelled (Today)";"1.238381";"km";
"58134.7653905";"Distance travelled (total)";"42.668701000000006";"km";
"58134.7653905";"Distance travelled (Week)";"33.603089999999995";"km";
"58134.7653905";"Vehicle acceleration";"0.06437557730678914";"g";
"58134.7653905";"Vehicle speed";"5";"km/h";
"58134.8068017";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58134.8866175";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58134.8866175";"Throttle position";"19.215686274509803";"%";
"58134.9247741";"Average fuel consumption";"627.688840852272";"L/100km";
"58134.9247741";"Average fuel consumption (Today)";"11.725955097825306";"L/100km";
"58134.9247741";"Average fuel consumption (total)";"6.532050272634265";"L/100km";
"58134.9247741";"Average fuel consumption (Week)";"6.653569656838107";"L/100km";
"58134.9247741";"Calculated instant fuel rate";"0.7579133589807642";"L/h";
"58134.9247741";"Fuel used";"0.009826792935085416";"L";
"58134.9247741";"Fuel used (Today)";"0.145212";"L";
"58134.9247741";"Fuel used (total)";"2.7871409999999996";"L";
"58134.9247741";"Fuel used (Week)";"2.2358049999999996";"L";
"58134.9247741";"Fuel used price";"0.016214208342890935";"€";
"58134.9247741";"Fuel used price (Today)";"0.23959979999999997";"€";
"58134.9247741";"Fuel used price (total)";"4.59878265";"€";
"58134.9247741";"Fuel used price (Week)";"3.6890782499999997";"€";
"58134.9247741";"Instant engine power (based on fuel consumption)";"2.96510705289515";"hp";
"58134.9247741";"MAF air flow rate";"2.25";"g/sec";
"58134.9247741";"Power from MAF";"2.6999999999999997";"hp";
"58134.9652583";"Average speed";"0.20145228854736683";"km/h";
"58134.9652583";"Calculated instant fuel consumption";"10.827333699725203";"L/100km";
"58134.9652583";"Distance travelled";"0.0019543108333333332";"km";
"58134.9652583";"Distance travelled (Today)";"1.23877";"km";
"58134.9652583";"Distance travelled (total)";"42.66909000000001";"km";
"58134.9652583";"Distance travelled (Week)";"33.603479";"km";
"58134.9652583";"Vehicle acceleration";"0.06412186777975028";"g";
"58134.9652583";"Vehicle speed";"7";"km/h";
"58135.0004826";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58135.0734986";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58135.0734986";"Throttle position";"19.215686274509803";"%";
"58135.1129351";"Average fuel consumption";"504.90810510883693";"L/100km";
"58135.1129351";"Average fuel consumption (Today)";"11.725582634387338";"L/100km";
"58135.1129351";"Average fuel consumption (total)";"6.532086810381939";"L/100km";
"58135.1129351";"Average fuel consumption (Week)";"6.653614645078862";"L/100km";
"58135.1129351";"Calculated instant fuel rate";"0.778124381886918";"L/h";
"58135.1129351";"Fuel used";"0.009867473796520053";"L";
"58135.1129351";"Fuel used (Today)";"0.14525300000000002";"L";
"58135.1129351";"Fuel used (total)";"2.7871819999999996";"L";
"58135.1129351";"Fuel used (Week)";"2.2358459999999996";"L";
"58135.1129351";"Fuel used price";"0.016281331764258087";"€";
"58135.1129351";"Fuel used price (Today)";"0.23966744999999998";"€";
"58135.1129351";"Fuel used price (total)";"4.5988503000000005";"€";
"58135.1129351";"Fuel used price (Week)";"3.6891458999999993";"€";
"58135.1129351";"Instant engine power (based on fuel consumption)";"3.0441765743056886";"hp";
"58135.1129351";"MAF air flow rate";"2.31";"g/sec";
"58135.1129351";"Power from MAF";"2.772";"hp";
"58135.1632725";"Average speed";"0.23976917781811577";"km/h";
"58135.1632725";"Calculated instant fuel consumption";"11.116062598384543";"L/100km";
"58135.1632725";"Distance travelled";"0.002339211083333333";"km";
"58135.1632725";"Distance travelled (Today)";"1.239155";"km";
"58135.1632725";"Distance travelled (total)";"42.669475000000006";"km";
"58135.1632725";"Distance travelled (Week)";"33.603863999999994";"km";
"58135.1632725";"Vehicle acceleration";"0.06573693497275357";"g";
"58135.1632725";"Vehicle speed";"7";"km/h";
"58135.2140742";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58135.3059931";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58135.3059931";"Throttle position";"19.215686274509803";"%";
"58135.3481375";"Average fuel consumption";"424.07769495106777";"L/100km";
"58135.3481375";"Average fuel consumption (Today)";"11.726216655704897";"L/100km";
"58135.3481375";"Average fuel consumption (total)";"6.532152082958602";"L/100km";
"58135.3481375";"Average fuel consumption (Week)";"6.653696134468347";"L/100km";
"58135.3481375";"Calculated instant fuel rate";"0.8050724124284564";"L/h";
"58135.3481375";"Fuel used";"0.0099200724422399";"L";
"58135.3481375";"Fuel used (Today)";"0.14530600000000002";"L";
"58135.3481375";"Fuel used (total)";"2.787235";"L";
"58135.3481375";"Fuel used (Week)";"2.235899";"L";
"58135.3481375";"Fuel used price";"0.016368119529695833";"€";
"58135.3481375";"Fuel used price (Today)";"0.23975489999999997";"€";
"58135.3481375";"Fuel used price (total)";"4.59893775";"€";
"58135.3481375";"Fuel used price (Week)";"3.6892333499999994";"€";
"58135.3481375";"Instant engine power (based on fuel consumption)";"3.1496026028530717";"hp";
"58135.3481375";"MAF air flow rate";"2.39";"g/sec";
"58135.3481375";"Power from MAF";"2.868";"hp";
"58135.389585";"Average speed";"0.29587799084050015";"km/h";
"58135.389585";"Calculated instant fuel consumption";"8.945249026982848";"L/100km";
"58135.389585";"Distance travelled";"0.0029052218333333333";"km";
"58135.389585";"Distance travelled (Today)";"1.239721";"km";
"58135.389585";"Distance travelled (total)";"42.67004100000001";"km";
"58135.389585";"Distance travelled (Week)";"33.60443";"km";
"58135.389585";"Vehicle acceleration";"0.13031667649910336";"g";
"58135.389585";"Vehicle speed";"9";"km/h";
"58135.4291736";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58135.4964573";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58135.4964573";"Throttle position";"19.215686274509803";"%";
"58135.5330375";"Average fuel consumption";"342.8556898822165";"L/100km";
"58135.5330375";"Average fuel consumption (Today)";"11.724170196358697";"L/100km";
"58135.5330375";"Average fuel consumption (total)";"6.53216152288206";"L/100km";
"58135.5330375";"Average fuel consumption (Week)";"6.653706073871808";"L/100km";
"58135.5330375";"Calculated instant fuel rate";"0.7915983971576872";"L/h";
"58135.5330375";"Fuel used";"0.009960718359283778";"L";
"58135.5330375";"Fuel used (Today)";"0.145347";"L";
"58135.5330375";"Fuel used (total)";"2.787276";"L";
"58135.5330375";"Fuel used (Week)";"2.23594";"L";
"58135.5330375";"Fuel used price";"0.016435185292818233";"€";
"58135.5330375";"Fuel used price (Today)";"0.23982254999999997";"€";
"58135.5330375";"Fuel used price (total)";"4.5990054";"€";
"58135.5330375";"Fuel used price (Week)";"3.6893009999999995";"€";
"58135.5330375";"Instant engine power (based on fuel consumption)";"3.0968895885793803";"hp";
"58135.5330375";"MAF air flow rate";"2.35";"g/sec";
"58135.5330375";"Power from MAF";"2.82";"hp";
"58135.5813246";"Average speed";"0.34280670040841826";"km/h";
"58135.5813246";"Calculated instant fuel consumption";"8.795537746196525";"L/100km";
"58135.5813246";"Distance travelled";"0.003384260583333333";"km";
"58135.5813246";"Distance travelled (Today)";"1.2402";"km";
"58135.5813246";"Distance travelled (total)";"42.67052000000001";"km";
"58135.5813246";"Distance travelled (Week)";"33.604909";"km";
"58135.5813246";"Vehicle acceleration";"0.13886146128957233";"g";
"58135.5813246";"Vehicle speed";"9";"km/h";
"58135.6448436";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58135.7215857";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58135.7215857";"Throttle position";"19.215686274509803";"%";
"58135.7491672";"Average fuel consumption";"295.7246475934031";"L/100km";
"58135.7491672";"Average fuel consumption (Today)";"11.72343170456378";"L/100km";
"58135.7491672";"Average fuel consumption (total)";"6.532198342087227";"L/100km";
"58135.7491672";"Average fuel consumption (Week)";"6.653751093329846";"L/100km";
"58135.7491672";"Calculated instant fuel rate";"0.7882298933399948";"L/h";
"58135.7491672";"Fuel used";"0.010008092683704948";"L";
"58135.7491672";"Fuel used (Today)";"0.145394";"L";
"58135.7491672";"Fuel used (total)";"2.7873229999999998";"L";
"58135.7491672";"Fuel used (Week)";"2.2359869999999997";"L";
"58135.7491672";"Fuel used price";"0.016513352928113165";"€";
"58135.7491672";"Fuel used price (Today)";"0.23990009999999998";"€";
"58135.7491672";"Fuel used price (total)";"4.599082950000001";"€";
"58135.7491672";"Fuel used price (Week)";"3.6893785499999994";"€";
"58135.7491672";"Instant engine power (based on fuel consumption)";"3.083711335010957";"hp";
"58135.7491672";"MAF air flow rate";"2.34";"g/sec";
"58135.7491672";"Power from MAF";"2.808";"hp";
"58135.7842706";"Average speed";"0.3919602303839614";"km/h";
"58135.7842706";"Calculated instant fuel consumption";"8.758109925999943";"L/100km";
"58135.7842706";"Distance travelled";"0.0038916103333333334";"km";
"58135.7842706";"Distance travelled (Today)";"1.240707";"km";
"58135.7842706";"Distance travelled (total)";"42.67102700000001";"km";
"58135.7842706";"Distance travelled (Week)";"33.605416";"km";
"58135.7842706";"Vehicle acceleration";"0.06916978013760725";"g";
"58135.7842706";"Vehicle speed";"9";"km/h";
"58135.826074";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58135.9421683";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58135.9421683";"Throttle position";"19.215686274509803";"%";
"58135.981497";"Average fuel consumption";"258.58854254295227";"L/100km";
"58135.981497";"Average fuel consumption (Today)";"11.72307402150548";"L/100km";
"58135.981497";"Average fuel consumption (total)";"6.5322496222085285";"L/100km";
"58135.981497";"Average fuel consumption (Week)";"6.653814373254597";"L/100km";
"58135.981497";"Calculated instant fuel rate";"0.8555999696938406";"L/h";
"58135.981497";"Fuel used";"0.010063258442417592";"L";
"58135.981497";"Fuel used (Today)";"0.145449";"L";
"58135.981497";"Fuel used (total)";"2.787378";"L";
"58135.981497";"Fuel used (Week)";"2.236042";"L";
"58135.981497";"Fuel used price";"0.016604376429989028";"€";
"58135.981497";"Fuel used price (Today)";"0.23999084999999998";"€";
"58135.981497";"Fuel used price (total)";"4.599173700000001";"€";
"58135.981497";"Fuel used price (Week)";"3.6894692999999994";"€";
"58135.981497";"Instant engine power (based on fuel consumption)";"3.3472764063794154";"hp";
"58135.981497";"MAF air flow rate";"2.54";"g/sec";
"58135.981497";"Power from MAF";"3.048";"hp";
"58136.0257225";"Average speed";"0.44300955674436415";"km/h";
"58136.0257225";"Calculated instant fuel consumption";"10.694999621173007";"L/100km";
"58136.0257225";"Distance travelled";"0.004428170555555556";"km";
"58136.0257225";"Distance travelled (Today)";"1.241244";"km";
"58136.0257225";"Distance travelled (total)";"42.67156400000001";"km";
"58136.0257225";"Distance travelled (Week)";"33.605953";"km";
"58136.0257225";"Vehicle acceleration";"0.03284300580960984";"g";
"58136.0257225";"Vehicle speed";"8";"km/h";
"58136.0725286";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58136.1540868";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58136.1540868";"Throttle position";"23.137254901960784";"%";
"58136.1940267";"Average fuel consumption";"230.0931626087469";"L/100km";
"58136.1940267";"Average fuel consumption (Today)";"11.72815336871719";"L/100km";
"58136.1940267";"Average fuel consumption (total)";"6.532462695766199";"L/100km";
"58136.1940267";"Average fuel consumption (Week)";"6.654082983452366";"L/100km";
"58136.1940267";"Calculated instant fuel rate";"2.128894412781525";"L/h";
"58136.1940267";"Fuel used";"0.010188917676987095";"L";
"58136.1940267";"Fuel used (Today)";"0.145575";"L";
"58136.1940267";"Fuel used (total)";"2.7875039999999998";"L";
"58136.1940267";"Fuel used (Week)";"2.2361679999999997";"L";
"58136.1940267";"Fuel used price";"0.016811714167028705";"€";
"58136.1940267";"Fuel used price (Today)";"0.24019874999999996";"€";
"58136.1940267";"Fuel used price (total)";"4.5993816";"€";
"58136.1940267";"Fuel used price (Week)";"3.6896771999999993";"€";
"58136.1940267";"Instant engine power (based on fuel consumption)";"8.328656255243269";"hp";
"58136.1940267";"MAF air flow rate";"6.32";"g/sec";
"58136.1940267";"Power from MAF";"7.584";"hp";
"58136.233278";"Average speed";"0.4863510047297095";"km/h";
"58136.233278";"Calculated instant fuel consumption";"26.61118015976906";"L/100km";
"58136.233278";"Distance travelled";"0.004889439000000001";"km";
"58136.233278";"Distance travelled (Today)";"1.241705";"km";
"58136.233278";"Distance travelled (total)";"42.67202500000001";"km";
"58136.233278";"Distance travelled (Week)";"33.606414";"km";
"58136.233278";"Vehicle acceleration";"-0.03357317218525934";"g";
"58136.233278";"Vehicle speed";"8";"km/h";
"58136.2819229";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58136.365734";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58136.365734";"Throttle position";"23.529411764705884";"%";
"58136.405493";"Average fuel consumption";"211.08695852173952";"L/100km";
"58136.405493";"Average fuel consumption (Today)";"11.73442967532546";"L/100km";
"58136.405493";"Average fuel consumption (total)";"6.53270145956279";"L/100km";
"58136.405493";"Average fuel consumption (Week)";"6.654384487437426";"L/100km";
"58136.405493";"Calculated instant fuel rate";"2.2467920464007545";"L/h";
"58136.405493";"Fuel used";"0.010320968073875756";"L";
"58136.405493";"Fuel used (Today)";"0.145707";"L";
"58136.405493";"Fuel used (total)";"2.7876359999999996";"L";
"58136.405493";"Fuel used (Week)";"2.2362999999999995";"L";
"58136.405493";"Fuel used price";"0.017029597321894997";"€";
"58136.405493";"Fuel used price (Today)";"0.24041654999999998";"€";
"58136.405493";"Fuel used price (total)";"4.5995994";"€";
"58136.405493";"Fuel used price (Week)";"3.6898949999999995";"€";
"58136.405493";"Instant engine power (based on fuel consumption)";"8.78989513013807";"hp";
"58136.405493";"MAF air flow rate";"6.67";"g/sec";
"58136.405493";"Power from MAF";"8.004";"hp";
"58136.4464101";"Average speed";"0.5244912228659686";"km/h";
"58136.4464101";"Calculated instant fuel consumption";"32.09702923429649";"L/100km";
"58136.4464101";"Distance travelled";"0.005303931361111112";"km";
"58136.4464101";"Distance travelled (Today)";"1.242119";"km";
"58136.4464101";"Distance travelled (total)";"42.67243900000001";"km";
"58136.4464101";"Distance travelled (Week)";"33.606828";"km";
"58136.4464101";"Vehicle acceleration";"-0.06548589789216906";"g";
"58136.4464101";"Vehicle speed";"7";"km/h";
"58136.4851376";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58136.565766";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58136.565766";"Throttle position";"25.098039215686274";"%";
"58136.6092741";"Average fuel consumption";"197.65725526815845";"L/100km";
"58136.6092741";"Average fuel consumption (Today)";"11.743641309729583";"L/100km";
"58136.6092741";"Average fuel consumption (total)";"6.533020060090775";"L/100km";
"58136.6092741";"Average fuel consumption (Week)";"6.654787533057269";"L/100km";
"58136.6092741";"Calculated instant fuel rate";"2.8733337564915193";"L/h";
"58136.6092741";"Fuel used";"0.010483605149679302";"L";
"58136.6092741";"Fuel used (Today)";"0.14587";"L";
"58136.6092741";"Fuel used (total)";"2.7877989999999997";"L";
"58136.6092741";"Fuel used (Week)";"2.2364629999999996";"L";
"58136.6092741";"Fuel used price";"0.017297948496970847";"€";
"58136.6092741";"Fuel used price (Today)";"0.24068549999999997";"€";
"58136.6092741";"Fuel used price (total)";"4.59986835";"€";
"58136.6092741";"Fuel used price (Week)";"3.6901639499999996";"€";
"58136.6092741";"Instant engine power (based on fuel consumption)";"11.241050293864726";"hp";
"58136.6092741";"MAF air flow rate";"8.53";"g/sec";
"58136.6092741";"Power from MAF";"10.235999999999999";"hp";
"58136.6503581";"Average speed";"0.5605686946672289";"km/h";
"58136.6503581";"Calculated instant fuel consumption";"41.04762509273599";"L/100km";
"58136.6503581";"Distance travelled";"0.005700525500000001";"km";
"58136.6503581";"Distance travelled (Today)";"1.242516";"km";
"58136.6503581";"Distance travelled (total)";"42.67283600000001";"km";
"58136.6503581";"Distance travelled (Week)";"33.607225";"km";
"58136.6503581";"Vehicle acceleration";"-0.06541013548976982";"g";
"58136.6503581";"Vehicle speed";"7";"km/h";
"58136.6883804";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"58136.7547703";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"58136.7547703";"Throttle position";"25.49019607843137";"%";
"58136.805478";"Average fuel consumption";"186.7415038579287";"L/100km";
"58136.805478";"Average fuel consumption (Today)";"11.752927125284502";"L/100km";
"58136.805478";"Average fuel consumption (total)";"6.533338913776434";"L/100km";
"58136.805478";"Average fuel consumption (Week)";"6.655190959682032";"L/100km";
"58136.805478";"Calculated instant fuel rate";"2.9676518633869033";"L/h";
"58136.805478";"Fuel used";"0.010645247046504712";"L";
"58136.805478";"Fuel used (Today)";"0.146032";"L";
"58136.805478";"Fuel used (total)";"2.7879609999999997";"L";
"58136.805478";"Fuel used (Week)";"2.2366249999999996";"L";
"58136.805478";"Fuel used price";"0.017564657626732774";"€";
"58136.805478";"Fuel used price (Today)";"0.24095279999999997";"€";
"58136.805478";"Fuel used price (total)";"4.60013565";"€";
