"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"42950.6454747";"Altitude (GPS)";"0";"m";"46.3655164";"15.100589";
"42950.6454747";"Altitude (GPS)";"432.6543461974914";"m";"46.3655164";"15.100589";
"42950.6454747";"Speed (GPS)";"0";"km/h";"46.3655164";"15.100589";
"42950.9667608";"Calculated engine load value";"47.450980392156865";"%";"46.3655164";"15.100589";
"42950.9667608";"Calculated instant fuel rate";"1.1935746606334845";"L/h";"46.3655164";"15.100589";
"42950.9667608";"Instant engine power (based on fuel consumption)";"5.284821116949821";"hp";"46.3655164";"15.100589";
"42950.9667608";"MAF air flow rate";"8.72";"g/sec";"46.3655164";"15.100589";
"42950.9667608";"Power from MAF";"10.464";"hp";"46.3655164";"15.100589";
"42950.9667608";"Vehicle acceleration";"-0";"g";"46.3655164";"15.100589";
"42950.9667608";"Vehicle speed";"0";"km/h";"46.3655164";"15.100589";
"42951.0420079";"Average fuel consumption (Today)";"11.735314009730283";"L/100km";"46.3655164";"15.100589";
"42951.0420079";"Average fuel consumption (total)";"11.960886544321458";"L/100km";"46.3655164";"15.100589";
"42951.0420079";"Average fuel consumption (Week)";"11.735314009730283";"L/100km";"46.3655164";"15.100589";
"42951.0420079";"Average speed";"0";"km/h";"46.3655164";"15.100589";
"42951.0420079";"Calculated engine load value";"48.23529411764706";"%";"46.3655164";"15.100589";
"42951.0420079";"Calculated instant fuel rate";"1.220260180995475";"L/h";"46.3655164";"15.100589";
"42951.0420079";"Distance travelled";"0";"km";"46.3655164";"15.100589";
"42951.0420079";"Distance travelled (Today)";"16.938456";"km";"46.3655164";"15.100589";
"42951.0420079";"Distance travelled (total)";"23.798562";"km";"46.3655164";"15.100589";
"42951.0420079";"Distance travelled (Week)";"16.938456";"km";"46.3655164";"15.100589";
"42951.0420079";"Fuel used";"2.544550932032428E-05";"L";"46.3655164";"15.100589";
"42951.0420079";"Fuel used (Today)";"1.9877809999999998";"L";"46.3655164";"15.100589";
"42951.0420079";"Fuel used (total)";"2.846519";"L";"46.3655164";"15.100589";
"42951.0420079";"Fuel used (Week)";"1.9877809999999998";"L";"46.3655164";"15.100589";
"42951.0420079";"Fuel used price";"2.5699964413527522E-05";"$";"46.3655164";"15.100589";
"42951.0420079";"Fuel used price (Today)";"2.0076588099999997";"$";"46.3655164";"15.100589";
"42951.0420079";"Fuel used price (total)";"2.87498419";"$";"46.3655164";"15.100589";
"42951.0420079";"Fuel used price (Week)";"2.0076588099999997";"$";"46.3655164";"15.100589";
"42951.0420079";"Instant engine power (based on fuel consumption)";"5.402977279423136";"hp";"46.3655164";"15.100589";
"42951.0420079";"MAF air flow rate";"8.77";"g/sec";"46.3655164";"15.100589";
"42951.0420079";"Power from MAF";"10.524";"hp";"46.3655164";"15.100589";
"42951.0420079";"Vehicle acceleration";"-0";"g";"46.3655164";"15.100589";
"42951.0420079";"Vehicle speed";"0";"km/h";"46.3655164";"15.100589";
"42951.1418328";"Average fuel consumption (Today)";"11.73550883268227";"L/100km";"46.3655164";"15.100589";
"42951.1418328";"Average fuel consumption (total)";"11.961025208161736";"L/100km";"46.3655164";"15.100589";
"42951.1418328";"Average fuel consumption (Week)";"11.73550883268227";"L/100km";"46.3655164";"15.100589";
"42951.1418328";"Average speed";"0";"km/h";"46.3655164";"15.100589";
"42951.1418328";"Calculated engine load value";"47.84313725490196";"%";"46.3655164";"15.100589";
"42951.1418328";"Calculated instant fuel rate";"1.1992986425339367";"L/h";"46.3655164";"15.100589";
"42951.1418328";"Distance travelled";"0";"km";"46.3655164";"15.100589";
"42951.1418328";"Distance travelled (Today)";"16.938456";"km";"46.3655164";"15.100589";
"42951.1418328";"Distance travelled (total)";"23.798562";"km";"46.3655164";"15.100589";
"42951.1418328";"Distance travelled (Week)";"16.938456";"km";"46.3655164";"15.100589";
"42951.1418328";"Fuel used";"5.860931491610106E-05";"L";"46.3655164";"15.100589";
"42951.1418328";"Fuel used (Today)";"1.9878139999999997";"L";"46.3655164";"15.100589";
"42951.1418328";"Fuel used (total)";"2.846552";"L";"46.3655164";"15.100589";
