"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"42154.209976";"Calculated engine load value";"27.45098039215686";"%";"46.3657744";"15.1168691";
"42154.209976";"Calculated instant fuel rate";"0.8860859728506787";"L/h";"46.3657744";"15.1168691";
"42154.209976";"Instant engine power (based on fuel consumption)";"3.923345572927054";"hp";"46.3657744";"15.1168691";
"42154.209976";"MAF air flow rate";"11.19";"g/sec";"46.3657744";"15.1168691";
"42154.209976";"Power from MAF";"13.427999999999999";"hp";"46.3657744";"15.1168691";
"42154.209976";"Vehicle speed";"0";"km/h";"46.3657744";"15.1168691";
"42154.3277847";"Average fuel consumption (Today)";"12.76529838845317";"L/100km";"46.3657744";"15.1168691";
"42154.3277847";"Average fuel consumption (total)";"12.674105863370233";"L/100km";"46.3657744";"15.1168691";
"42154.3277847";"Average fuel consumption (Week)";"12.76529838845317";"L/100km";"46.3657744";"15.1168691";
"42154.3277847";"Average speed";"0";"km/h";"46.3657744";"15.1168691";
"42154.3277847";"Calculated engine load value";"27.45098039215686";"%";"46.3657744";"15.1168691";
"42154.3277847";"Calculated instant fuel rate";"0.8947963800904979";"L/h";"46.3657744";"15.1168691";
"42154.3277847";"Distance travelled";"0";"km";"46.3657744";"15.1168691";
"42154.3277847";"Distance travelled (Today)";"11.754359";"km";"46.3657744";"15.1168691";
"42154.3277847";"Distance travelled (total)";"18.614465";"km";"46.3657744";"15.1168691";
"42154.3277847";"Distance travelled (Week)";"11.754359";"km";"46.3657744";"15.1168691";
"42154.3277847";"Fuel used";"2.358106611362494E-05";"L";"46.3657744";"15.1168691";
"42154.3277847";"Fuel used (Today)";"1.500479";"L";"46.3657744";"15.1168691";
"42154.3277847";"Fuel used (total)";"2.3592169999999997";"L";"46.3657744";"15.1168691";
"42154.3277847";"Fuel used (Week)";"1.500479";"L";"46.3657744";"15.1168691";
"42154.3277847";"Fuel used price";"2.381687677476119E-05";"$";"46.3657744";"15.1168691";
"42154.3277847";"Fuel used price (Today)";"1.5154837899999998";"$";"46.3657744";"15.1168691";
"42154.3277847";"Fuel used price (total)";"2.3828091700000003";"$";"46.3657744";"15.1168691";
"42154.3277847";"Fuel used price (Week)";"1.5154837899999998";"$";"46.3657744";"15.1168691";
"42154.3277847";"Instant engine power (based on fuel consumption)";"3.961912866315972";"hp";"46.3657744";"15.1168691";
"42154.3277847";"MAF air flow rate";"11.3";"g/sec";"46.3657744";"15.1168691";
"42154.3277847";"Power from MAF";"13.56";"hp";"46.3657744";"15.1168691";
"42154.3277847";"Vehicle speed";"0";"km/h";"46.3657744";"15.1168691";
"42154.3825956";"Average fuel consumption (Today)";"12.765400478239604";"L/100km";"46.3657744";"15.1168691";
"42154.3825956";"Average fuel consumption (total)";"12.674170329364825";"L/100km";"46.3657744";"15.1168691";
"42154.3825956";"Average fuel consumption (Week)";"12.765400478239604";"L/100km";"46.3657744";"15.1168691";
"42154.3825956";"Average speed";"0";"km/h";"46.3657744";"15.1168691";
"42154.3825956";"Calculated engine load value";"27.45098039215686";"%";"46.3657744";"15.1168691";
"42154.3825956";"Calculated instant fuel rate";"0.8773755656108597";"L/h";"46.3657744";"15.1168691";
"42154.3825956";"Distance travelled";"0";"km";"46.3657744";"15.1168691";
"42154.3825956";"Distance travelled (Today)";"11.754359";"km";"46.3657744";"15.1168691";
"42154.3825956";"Distance travelled (total)";"18.614465";"km";"46.3657744";"15.1168691";
"42154.3825956";"Distance travelled (Week)";"11.754359";"km";"46.3657744";"15.1168691";
"42154.3825956";"Fuel used";"3.574285625942685E-05";"L";"46.3657744";"15.1168691";
"42154.3825956";"Fuel used (Today)";"1.5004909999999998";"L";"46.3657744";"15.1168691";
"42154.3825956";"Fuel used (total)";"2.359229";"L";"46.3657744";"15.1168691";
"42154.3825956";"Fuel used (Week)";"1.5004909999999998";"L";"46.3657744";"15.1168691";
"42154.3825956";"Fuel used price";"3.610028482202112E-05";"$";"46.3657744";"15.1168691";
"42154.3825956";"Fuel used price (Today)";"1.5154959099999998";"$";"46.3657744";"15.1168691";
"42154.3825956";"Fuel used price (total)";"2.3828212900000003";"$";"46.3657744";"15.1168691";
"42154.3825956";"Fuel used price (Week)";"1.5154959099999998";"$";"46.3657744";"15.1168691";
"42154.3825956";"Instant engine power (based on fuel consumption)";"3.8847782795381374";"hp";"46.3657744";"15.1168691";
"42154.3825956";"MAF air flow rate";"11.08";"g/sec";"46.3657744";"15.1168691";
"42154.3825956";"Power from MAF";"13.296";"hp";"46.3657744";"15.1168691";
"42154.3825956";"Vehicle speed";"0";"km/h";"46.3657744";"15.1168691";
"42154.4553731";"Average fuel consumption (Today)";"12.765553612919257";"L/100km";"46.3657744";"15.1168691";
"42154.4553731";"Average fuel consumption (total)";"12.67426702835671";"L/100km";"46.3657744";"15.1168691";
"42154.4553731";"Average fuel consumption (Week)";"12.765553612919257";"L/100km";"46.3657744";"15.1168691";
"42154.4553731";"Average speed";"0";"km/h";"46.3657744";"15.1168691";
"42154.4553731";"Calculated engine load value";"27.45098039215686";"%";"46.3657744";"15.1168691";
"42154.4553731";"Calculated instant fuel rate";"0.9035067873303168";"L/h";"46.3657744";"15.1168691";
"42154.4553731";"Distance travelled";"0";"km";"46.3657744";"15.1168691";
"42154.4553731";"Distance travelled (Today)";"11.754359";"km";"46.3657744";"15.1168691";
"42154.4553731";"Distance travelled (total)";"18.614465";"km";"46.3657744";"15.1168691";
"42154.4553731";"Distance travelled (Week)";"11.754359";"km";"46.3657744";"15.1168691";
"42154.4553731";"Fuel used";"5.407159572649573E-05";"L";"46.3657744";"15.1168691";
"42154.4553731";"Fuel used (Today)";"1.5005089999999999";"L";"46.3657744";"15.1168691";
"42154.4553731";"Fuel used (total)";"2.359247";"L";"46.3657744";"15.1168691";
"42154.4553731";"Fuel used (Week)";"1.5005089999999999";"L";"46.3657744";"15.1168691";
"42154.4553731";"Fuel used price";"5.461231168376069E-05";"$";"46.3657744";"15.1168691";
"42154.4553731";"Fuel used price (Today)";"1.51551409";"$";"46.3657744";"15.1168691";
"42154.4553731";"Fuel used price (total)";"2.38283947";"$";"46.3657744";"15.1168691";
"42154.4553731";"Fuel used price (Week)";"1.51551409";"$";"46.3657744";"15.1168691";
"42154.4553731";"Instant engine power (based on fuel consumption)";"4.000480159704887";"hp";"46.3657744";"15.1168691";
"42154.4553731";"MAF air flow rate";"11.41";"g/sec";"46.3657744";"15.1168691";
"42154.4553731";"Power from MAF";"13.692";"hp";"46.3657744";"15.1168691";
"42154.4553731";"Vehicle speed";"0";"km/h";"46.3657744";"15.1168691";
"42154.5059608";"Average fuel consumption (Today)";"12.765664210187898";"L/100km";"46.3657744";"15.1168691";
"42154.5059608";"Average fuel consumption (total)";"12.674336866517518";"L/100km";"46.3657744";"15.1168691";
"42154.5059608";"Average fuel consumption (Week)";"12.765664210187898";"L/100km";"46.3657744";"15.1168691";
"42154.5059608";"Average speed";"0";"km/h";"46.3657744";"15.1168691";
"42154.5059608";"Calculated engine load value";"27.058823529411764";"%";"46.3657744";"15.1168691";
"42154.5059608";"Calculated instant fuel rate";"0.8781108597285067";"L/h";"46.3657744";"15.1168691";
"42154.5059608";"Distance travelled";"0";"km";"46.3657744";"15.1168691";
"42154.5059608";"Distance travelled (Today)";"11.754359";"km";"46.3657744";"15.1168691";
"42154.5059608";"Distance travelled (total)";"18.614465";"km";"46.3657744";"15.1168691";
"42154.5059608";"Distance travelled (Week)";"11.754359";"km";"46.3657744";"15.1168691";
"42154.5059608";"Fuel used";"6.70389514957265E-05";"L";"46.3657744";"15.1168691";
"42154.5059608";"Fuel used (Today)";"1.500522";"L";"46.3657744";"15.1168691";
"42154.5059608";"Fuel used (total)";"2.35926";"L";"46.3657744";"15.1168691";
"42154.5059608";"Fuel used (Week)";"1.500522";"L";"46.3657744";"15.1168691";
"42154.5059608";"Fuel used price";"6.770934101068377E-05";"$";"46.3657744";"15.1168691";
"42154.5059608";"Fuel used price (Today)";"1.5155272199999998";"$";"46.3657744";"15.1168691";
"42154.5059608";"Fuel used price (total)";"2.3828526";"$";"46.3657744";"15.1168691";
"42154.5059608";"Fuel used price (Week)";"1.5155272199999998";"$";"46.3657744";"15.1168691";
"42154.5059608";"Instant engine power (based on fuel consumption)";"3.888033960148891";"hp";"46.3657744";"15.1168691";
"42154.5059608";"MAF air flow rate";"11.25";"g/sec";"46.3657744";"15.1168691";
"42154.5059608";"Power from MAF";"13.5";"hp";"46.3657744";"15.1168691";
"42154.5059608";"Vehicle acceleration";"0";"g";"46.3657744";"15.1168691";
"42154.5059608";"Vehicle speed";"0";"km/h";"46.3657744";"15.1168691";
"42154.5654105";"Average fuel consumption (Today)";"12.765791822420942";"L/100km";"46.3657744";"15.1168691";
"42154.5654105";"Average fuel consumption (total)";"12.674417449010756";"L/100km";"46.3657744";"15.1168691";
"42154.5654105";"Average fuel consumption (Week)";"12.765791822420942";"L/100km";"46.3657744";"15.1168691";
"42154.5654105";"Average speed";"0";"km/h";"46.3657744";"15.1168691";
"42154.5654105";"Calculated engine load value";"27.058823529411764";"%";"46.3657744";"15.1168691";
"42154.5654105";"Calculated instant fuel rate";"0.8843552036199097";"L/h";"46.3657744";"15.1168691";
"42154.5654105";"Distance travelled";"0";"km";"46.3657744";"15.1168691";
