"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"42617.1513454";"Altitude (GPS)";"0";"m";"46.3713358";"15.0974697";
"42617.1513454";"Altitude (GPS)";"441.6524639091052";"m";"46.3713358";"15.0974697";
"42617.1513454";"Speed (GPS)";"0";"km/h";"46.3713358";"15.0974697";
"42617.4732682";"Calculated engine load value";"48.627450980392155";"%";"46.3713358";"15.0974697";
"42617.4732682";"Calculated instant fuel rate";"1.2343891402714933";"L/h";"46.3713358";"15.0974697";
"42617.4732682";"Instant engine power (based on fuel consumption)";"5.4655364345436";"hp";"46.3713358";"15.0974697";
"42617.4732682";"MAF air flow rate";"8.8";"g/sec";"46.3713358";"15.0974697";
"42617.4732682";"Power from MAF";"10.56";"hp";"46.3713358";"15.0974697";
"42617.4732682";"Vehicle acceleration";"-0";"g";"46.3713358";"15.0974697";
"42617.4732682";"Vehicle speed";"0";"km/h";"46.3713358";"15.0974697";
"42617.6513978";"Average fuel consumption (Today)";"12.21352254777637";"L/100km";"46.3713358";"15.0974697";
"42617.6513978";"Average fuel consumption (total)";"12.311797906456032";"L/100km";"46.3713358";"15.0974697";
"42617.6513978";"Average fuel consumption (Week)";"12.21352254777637";"L/100km";"46.3713358";"15.0974697";
"42617.6513978";"Average speed";"0";"km/h";"46.3713358";"15.0974697";
"42617.6513978";"Calculated engine load value";"48.627450980392155";"%";"46.3713358";"15.0974697";
"42617.6513978";"Calculated instant fuel rate";"1.245610859728507";"L/h";"46.3713358";"15.0974697";
"42617.6513978";"Distance travelled";"0";"km";"46.3713358";"15.0974697";
"42617.6513978";"Distance travelled (Today)";"14.383679999999998";"km";"46.3713358";"15.0974697";
"42617.6513978";"Distance travelled (total)";"21.243786";"km";"46.3713358";"15.0974697";
"42617.6513978";"Distance travelled (Week)";"14.383679999999998";"km";"46.3713358";"15.0974697";
"42617.6513978";"Fuel used";"6.164067960784315E-05";"L";"46.3713358";"15.0974697";
"42617.6513978";"Fuel used (Today)";"1.756754";"L";"46.3713358";"15.0974697";
"42617.6513978";"Fuel used (total)";"2.6154919999999997";"L";"46.3713358";"15.0974697";
"42617.6513978";"Fuel used (Week)";"1.756754";"L";"46.3713358";"15.0974697";
"42617.6513978";"Fuel used price";"6.225708640392157E-05";"$";"46.3713358";"15.0974697";
"42617.6513978";"Fuel used price (Today)";"1.7743215399999999";"$";"46.3713358";"15.0974697";
"42617.6513978";"Fuel used price (total)";"2.6416469200000003";"$";"46.3713358";"15.0974697";
"42617.6513978";"Fuel used price (Week)";"1.7743215399999999";"$";"46.3713358";"15.0974697";
"42617.6513978";"Instant engine power (based on fuel consumption)";"5.515223129403088";"hp";"46.3713358";"15.0974697";
"42617.6513978";"MAF air flow rate";"8.88";"g/sec";"46.3713358";"15.0974697";
"42617.6513978";"Power from MAF";"10.656";"hp";"46.3713358";"15.0974697";
"42617.6513978";"Vehicle acceleration";"-0";"g";"46.3713358";"15.0974697";
"42617.6513978";"Vehicle speed";"0";"km/h";"46.3713358";"15.0974697";
"42617.7410688";"Average fuel consumption (Today)";"12.21373111748871";"L/100km";"46.3713358";"15.0974697";
"42617.7410688";"Average fuel consumption (total)";"12.311939124222018";"L/100km";"46.3713358";"15.0974697";
"42617.7410688";"Average fuel consumption (Week)";"12.21373111748871";"L/100km";"46.3713358";"15.0974697";
"42617.7410688";"Average speed";"0";"km/h";"46.3713358";"15.0974697";
"42617.7410688";"Calculated engine load value";"47.84313725490196";"%";"46.3713358";"15.0974697";
"42617.7410688";"Calculated instant fuel rate";"1.2034389140271495";"L/h";"46.3713358";"15.0974697";
"42617.7410688";"Distance travelled";"0";"km";"46.3713358";"15.0974697";
"42617.7410688";"Distance travelled (Today)";"14.383679999999998";"km";"46.3713358";"15.0974697";
"42617.7410688";"Distance travelled (total)";"21.243786";"km";"46.3713358";"15.0974697";
