"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"43366.8663196";"Altitude (GPS)";"0";"m";"46.3693412";"15.0730416";
"43366.8663196";"Altitude (GPS)";"418.27454935253354";"m";"46.3693412";"15.0730416";
"43366.8663196";"Speed (GPS)";"0";"km/h";"46.3693412";"15.0730416";
"43367.1292962";"Calculated engine load value";"48.23529411764706";"%";"46.3693412";"15.0730416";
"43367.1292962";"Calculated instant fuel rate";"1.235565610859729";"L/h";"46.3693412";"15.0730416";
"43367.1292962";"Instant engine power (based on fuel consumption)";"5.470745523520807";"hp";"46.3693412";"15.0730416";
"43367.1292962";"MAF air flow rate";"8.88";"g/sec";"46.3693412";"15.0730416";
"43367.1292962";"Power from MAF";"10.656";"hp";"46.3693412";"15.0730416";
"43367.1292962";"Vehicle acceleration";"-0";"g";"46.3693412";"15.0730416";
"43367.1292962";"Vehicle speed";"0";"km/h";"46.3693412";"15.0730416";
"43367.2066239";"Average fuel consumption (Today)";"11.25681640618431";"L/100km";"46.3693412";"15.0730416";
"43367.2066239";"Average fuel consumption (total)";"11.576292371756242";"L/100km";"46.3693412";"15.0730416";
"43367.2066239";"Average fuel consumption (Week)";"11.25681640618431";"L/100km";"46.3693412";"15.0730416";
"43367.2066239";"Average speed";"0";"km/h";"46.3693412";"15.0730416";
"43367.2066239";"Calculated engine load value";"48.23529411764706";"%";"46.3693412";"15.0730416";
"43367.2066239";"Calculated instant fuel rate";"1.1979977375565611";"L/h";"46.3693412";"15.0730416";
"43367.2066239";"Distance travelled";"0";"km";"46.3693412";"15.0730416";
"43367.2066239";"Distance travelled (Today)";"20.218131999999997";"km";"46.3693412";"15.0730416";
"43367.2066239";"Distance travelled (total)";"27.078238";"km";"46.3693412";"15.0730416";
"43367.2066239";"Distance travelled (Week)";"20.218131999999997";"km";"46.3693412";"15.0730416";
"43367.2066239";"Fuel used";"2.6063505667420813E-05";"L";"46.3693412";"15.0730416";
"43367.2066239";"Fuel used (Today)";"2.275918";"L";"46.3693412";"15.0730416";
"43367.2066239";"Fuel used (total)";"3.1346559999999997";"L";"46.3693412";"15.0730416";
"43367.2066239";"Fuel used (Week)";"2.275918";"L";"46.3693412";"15.0730416";
"43367.2066239";"Fuel used price";"2.632414072409502E-05";"$";"46.3693412";"15.0730416";
"43367.2066239";"Fuel used price (Today)";"2.29867718";"$";"46.3693412";"15.0730416";
"43367.2066239";"Fuel used price (total)";"3.16600256";"$";"46.3693412";"15.0730416";
"43367.2066239";"Fuel used price (Week)";"2.29867718";"$";"46.3693412";"15.0730416";
"43367.2066239";"Instant engine power (based on fuel consumption)";"5.304405288008348";"hp";"46.3693412";"15.0730416";
"43367.2066239";"MAF air flow rate";"8.61";"g/sec";"46.3693412";"15.0730416";
"43367.2066239";"Power from MAF";"10.331999999999999";"hp";"46.3693412";"15.0730416";
"43367.2066239";"Vehicle acceleration";"-0";"g";"46.3693412";"15.0730416";
"43367.2066239";"Vehicle speed";"0";"km/h";"46.3693412";"15.0730416";
"43367.3055214";"Average fuel consumption (Today)";"11.256969733900243";"L/100km";"46.3693412";"15.0730416";
"43367.3055214";"Average fuel consumption (total)";"11.576406854833023";"L/100km";"46.3693412";"15.0730416";
"43367.3055214";"Average fuel consumption (Week)";"11.256969733900243";"L/100km";"46.3693412";"15.0730416";
"43367.3055214";"Average speed";"0";"km/h";"46.3693412";"15.0730416";
"43367.3055214";"Calculated engine load value";"47.84313725490196";"%";"46.3693412";"15.0730416";
"43367.3055214";"Calculated instant fuel rate";"1.160656108597285";"L/h";"46.3693412";"15.0730416";
"43367.3055214";"Distance travelled";"0";"km";"46.3693412";"15.0730416";
"43367.3055214";"Distance travelled (Today)";"20.218131999999997";"km";"46.3693412";"15.0730416";
"43367.3055214";"Distance travelled (total)";"27.078238";"km";"46.3693412";"15.0730416";
"43367.3055214";"Distance travelled (Week)";"20.218131999999997";"km";"46.3693412";"15.0730416";
"43367.3055214";"Fuel used";"5.749416980957767E-05";"L";"46.3693412";"15.0730416";
"43367.3055214";"Fuel used (Today)";"2.2759489999999998";"L";"46.3693412";"15.0730416";
"43367.3055214";"Fuel used (total)";"3.134687";"L";"46.3693412";"15.0730416";
