"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"37746.8194213";"Altitude (GPS)";"0";"m";"46.3707941";"15.1257783";
"37746.8194213";"Altitude (GPS)";"492.3702150890886";"m";"46.3707941";"15.1257783";
"37746.8194213";"Altitude (GPS)";"492.43377107797136";"m";"46.3707941";"15.1257783";
"37746.8194213";"Speed (GPS)";"0";"km/h";"46.3707941";"15.1257783";
"37747.0632914";"Calculated engine load value";"43.529411764705884";"%";"46.3707941";"15.1257783";
"37747.0632914";"Calculated instant fuel rate";"1.4327036199095022";"L/h";"46.3707941";"15.1257783";
"37747.0632914";"Instant engine power (based on fuel consumption)";"6.343618538960609";"hp";"46.3707941";"15.1257783";
"37747.0632914";"MAF air flow rate";"11.41";"g/sec";"46.3707941";"15.1257783";
"37747.0632914";"Power from MAF";"13.692";"hp";"46.3707941";"15.1257783";
"37747.0632914";"Vehicle acceleration";"-0";"g";"46.3707941";"15.1257783";
"37747.0632914";"Vehicle speed";"0";"km/h";"46.3707941";"15.1257783";
"37747.1120238";"Average fuel consumption (Today)";"13.563411559930376";"L/100km";"46.3707941";"15.1257783";
"37747.1120238";"Average fuel consumption (total)";"13.057973724937012";"L/100km";"46.3707941";"15.1257783";
"37747.1120238";"Average fuel consumption (Week)";"13.563411559930376";"L/100km";"46.3707941";"15.1257783";
"37747.1120238";"Average speed";"0";"km/h";"46.3707941";"15.1257783";
"37747.1120238";"Calculated engine load value";"43.529411764705884";"%";"46.3707941";"15.1257783";
"37747.1120238";"Calculated instant fuel rate";"1.4264253393665158";"L/h";"46.3707941";"15.1257783";
"37747.1120238";"Distance travelled";"0";"km";"46.3707941";"15.1257783";
"37747.1120238";"Distance travelled (Today)";"7.33084";"km";"46.3707941";"15.1257783";
"37747.1120238";"Distance travelled (total)";"14.190946";"km";"46.3707941";"15.1257783";
"37747.1120238";"Distance travelled (Week)";"7.33084";"km";"46.3707941";"15.1257783";
"37747.1120238";"Fuel used";"1.923629665158371E-05";"L";"46.3707941";"15.1257783";
"37747.1120238";"Fuel used (Today)";"0.994312";"L";"46.3707941";"15.1257783";
"37747.1120238";"Fuel used (total)";"1.85305";"L";"46.3707941";"15.1257783";
"37747.1120238";"Fuel used (Week)";"0.994312";"L";"46.3707941";"15.1257783";
